cas_num,com_id,com_nam,rep_typ,rep_yea,fin_amo,off,sta,dis,can_nam,lat_fil_not_fil,pai_yes_no,
"595","C00364729","KALOGIANIS FOR CONGRESS INC","Q1","2002","$1,200.00","H","FL","09","KALOGIANIS, CHUCK","L","N",
"1664","C00411512","KANNO FOR CONGRESS","30G","2006","$900.00","H","CA","18","KANNO, JOHN","N","N",
"1716","C00411512","KANNO FOR CONGRESS","YE","2006","$300.00","H","CA","18","KANNO, JOHN","N","N",
"2621","C00413096","KANSANS FOR HUELSKAMP","12G","2012","$1,072.00","H","KS","01","HUELSKAMP, TIMOTHY A REPRESENTA","L","Y",
"1811","C00086611","KANSAS BANKERS ASSOCIATION BANKPAC","Q1","2008","$600.00","","","","","L","Y",
"821","C00139451","KANSAS CITY SOUTHERN EMPLOYEE PAC","12G","2002","$1,000.00","","","","","N","Y",
"2102","C00004606","KANSAS REPUBLICAN PARTY","M4","2009","$500.00","","","","","N","Y",
"2627","C00004606","KANSAS REPUBLICAN PARTY","12G","2012","$3,300.00","","","","","N","Y",
"2842","C00154625","KAPTUR FOR CONGRESS","48H","2014","$6,460.00","H","OH","09","KAPTUR, MARCY C HON.","N","Y",
"2534","C00499582","KAREN KWIATKOWSKI FOR CONGRESS","12P","2012","$505.00","H","VA","06","KWIATKOWSKI, KAREN U","L","Y",
"396","C00357038","KATHLEEN FOR CONGRESS","YE","2000","$350.00","H","UT","01","COLLINWOOD, KATHLEEN MCCONKIE","L","Y",
"2586","C00507590","KATHLEEN HICKS FOR CONGRESS","Q3","2012",,"H","TX","33","HICKS, ERIN KATHLEEN","N","N",
"2587","C00501965","KELDA FOR CONGRESS","Q3","2012","$6,050.00","H","WI","02","ROYS, KELDA HELEN","N","Y",
"417","C00348201","KELLEY FOR U S SENATE COMMITTEE","YE","2000","$900.00","S","MN","00","KELLEY, STEPHEN P","N","Y",
"503","C00352732","KELLY FOR CONGRESS","MY","2001","$1,800.00","H","NM","01","KELLY, JOHN J","N","Y",
"1333","C00212522","KELLY SERVICES INC POLITICAL ACTION COMMITTEE (KELLYPAC)","30G","2004","$900.00","","","","","N","Y",
"1972","C00212522","KELLY SERVICES INC POLITICAL ACTION COMMITTEE (KELLYPAC)","12G","2008","$1,400.00","","","","","N","Y",
"2007","C00212522","KELLY SERVICES INC POLITICAL ACTION COMMITTEE (KELLYPAC)","30G","2008","$300.00","","","","","N","Y",
"798","C00379727","KENDRICK MEEK CAMPAIGN FOR CONGRESS","12G","2002","$900.00","H","FL","17","MEEK, KENRICK B","L","Y",
"1337","C00406629","KENNEBUNKPORT DEMOCRATIC COMMITTEE","30G","2004","$300.00","","","","","N","Y",
"1876","C00450858","KENNETH EATON FOR US SENATE 2008","12P","2008","$500.00","S","TN","00","EATON, KENNETH","N","Y",
"2094","C00450858","KENNETH EATON FOR US SENATE 2008","Q1","2009",,"S","TN","00","EATON, KENNETH","N","N",
"2549","C00514489","KENNETH SANDERS FOR CONGRESS COMMITTEE","Q2","2012","$990.00","H","TX","06","SANDERS, KENNETH","N","Y",
"2622","C00514489","KENNETH SANDERS FOR CONGRESS COMMITTEE","12G","2012","$225.00","H","TX","06","SANDERS, KENNETH","L","Y",
"2718","C00514489","KENNETH SANDERS FOR CONGRESS COMMITTEE","YE","2012","$1,237.00","H","TX","06","SANDERS, KENNETH","N","N",
"2678","C00417717","KENTUCKY FORWARD PAC","30G","2012","$550.00","","","","","N","Y",
"2372","C00016444","KENTUCKY MEDICAL ASSOCIATION PAC (KENTUCKY PHYSICIANS PAC FEDERAL-KPPAC FEDERAL)","30G","2010","$145.00","","","","","L","Y",
"1437","C00265603","KERN COUNTY REPUBLICAN CENTRAL COMMITTEE (FED)","M12","2005","$150.00","","","","","L","Y",
"1665","C00265603","KERN COUNTY REPUBLICAN CENTRAL COMMITTEE (FED)","30G","2006","$193.00","","","","","L","Y",
"2227","C00472738","KERRY ROBERTS FOR CONGRESS INC","Q3","2010","$990.00","H","TN","06","ROBERTS, KERRY EVAN","N","P",
"2186","C00459420","KEVIN BURNS 4 US SENATE","12P","2010",,"S","FL","00","BURNS, KEVIN A","N","N",
"2228","C00459420","KEVIN BURNS 4 US SENATE","Q3","2010","$990.00","S","FL","00","BURNS, KEVIN A","N","N",
"2435","C00459420","KEVIN BURNS 4 US SENATE","YE","2010","$990.00","S","FL","00","BURNS, KEVIN A","N","N",
"1859","C00438101","KEVIN BURNS FOR CONGRESS","Q2","2008","$150.00","H","IL","14","BURNS, KEVIN","L","Y",
"1882","C00437863","KEVIN POWELL FOR CONGRESS","12P","2008","$975.00","H","NY","10","POWELL, KEVIN","L","P",
"1919","C00437863","KEVIN POWELL FOR CONGRESS","Q3","2008","$1,125.00","H","NY","10","POWELL, KEVIN","N","N",
"2229","C00477703","KEVIN POWELL FOR CONGRESS 2010","Q3","2010","$4,950.00","H","NY","10","POWELL, KEVIN","N","N",
"2436","C00477703","KEVIN POWELL FOR CONGRESS 2010","YE","2010","$4,950.00","H","NY","10","POWELL, KEVIN","N","N",
"1590","C00415521","KEVIN ZEESE FOR US SENATE","12G","2006","$210.00","S","MD","00","ZEESE, KEVIN","L","Y",
"599","C00346163","KEYES 2000 INC","Q1","2002","$900.00","P","US","00","KEYES, ALAN L","N","Y",
"659","C00346163","KEYES 2000 INC","Q2","2002","$900.00","P","US","00","KEYES, ALAN L","N","Y",
"980","C00346163","KEYES 2000 INC","YE","2002","$1,350.00","P","US","00","KEYES, ALAN L","N","N",
"948","C00343988","KEYSPAN CORPORATION POLITICAL ACTION COMMITTEE","30G","2002",,"","","","","N","N",
"1311","C00343988","KEYSPAN CORPORATION POLITICAL ACTION COMMITTEE","30G","2004","$130.00","","","","","L","Y",
"1101","C00392100","KHANNA FOR CONGRESS","Q1","2004","$2,700.00","H","CA","17","KHANNA, ROHIT","L","Y",
"696","C00147975","KIDSPAC","M7","2002","$675.00","","","","","L","Y",
"25","C00350405","KILIAN FOR CONGRESS COMMITTEE","Q2","2000","$1,800.00","H","CA","10","KILIAN, DENNIS M","N","Y",
"114","C00350405","KILIAN FOR CONGRESS COMMITTEE","Q3","2000",,"H","CA","10","KILIAN, DENNIS M","N","N",
"698","C00317842","KILPATRICK FOR UNITED STATES CONGRESS","12P","2002","$300.00","H","MI","13","KILPATRICK, CAROLYN MS.","L","Y",
"2040","C00317842","KILPATRICK FOR UNITED STATES CONGRESS","30G","2008","$320.00","H","MI","13","KILPATRICK, CAROLYN MS.","L","Y",
"1524","C00422154","KIM CLARK FOR CONGRESS","12P","2006","$220.00","H","MI","06","CLARK, KIM L","L","Y",
"2527","C00506311","KIM MORRELL FOR CONGRESS","12P","2012","$1,400.00","H","TX","36","MORRELL, KIM","N","Y",
"1717","C00393702","KING FOR CONGRESS","YE","2006","$135.00","H","NM","02","KING, GARY KENNETH","L","Y",
"405","C00350587","KING FOR CONGRESS CAMPAIGN","YE","2000","$900.00","H","FL","05","KING, JAMES HENRY","N","N",
"2823","C00546267","KIRK JORGENSEN FOR CONGRESS","Q2","2014","$4,950.00","H","CA","52","JORGENSEN, KIRK","N","Y",
"509","C00212142","KIRKLAND & ELLIS PAC FKA WSS PAC","MY","2001","$3,350.00","","","","","L","Y",
"1625","C00212142","KIRKLAND & ELLIS PAC FKA WSS PAC","12G","2006","$500.00","","","","","L","Y",
"2859","C00559518","KIRKMEYER FOR CONGRESS","Q3","2014","$1,090.00","H","CO","04","KIRKMEYER, BARBARA","N","Y",
"1507","C00418954","KISER 4 CONGRESS","Q2","2006","$2,700.00","H","IN","07","KISER, KRIS","N","Y",
"1143","C00400903","KLEIN FOR SENATOR CAMPAIGN","Q2","2004","$1,975.00","S","FL","00","KLEIN, BERNARD E","L","Y",
"1176","C00400903","KLEIN FOR SENATOR CAMPAIGN","12P","2004","$1,200.00","S","FL","00","KLEIN, BERNARD E","L","Y",
"1860","C00435586","KNIGHT FOR US SENATE","Q2","2008","$250.00","S","GA","00","KNIGHT, FRANKLIN RANDOLPH JR","N","P",
"2071","C00435586","KNIGHT FOR US SENATE","YE","2008","$312.00","S","GA","00","KNIGHT, FRANKLIN RANDOLPH JR","N","Y",
"2193","C00469189","KOLOSSO FOR CONGRESS ELECTION COMMITTEE","12P","2010","$1,400.00","H","WI","05","KOLOSSO, TODD P","N","N",
"2205","C00469189","KOLOSSO FOR CONGRESS ELECTION COMMITTEE","Q3","2010","$280.00","H","WI","05","KOLOSSO, TODD P","L","N",
"2260","C00469189","KOLOSSO FOR CONGRESS ELECTION COMMITTEE","12G","2010","$106.00","H","WI","05","KOLOSSO, TODD P","N","N",
"2437","C00469189","KOLOSSO FOR CONGRESS ELECTION COMMITTEE","YE","2010","$3,712.00","H","WI","05","KOLOSSO, TODD P","N","N",
"1861","C00444844","KOPPLIN FOR CONGRESS","Q2","2008","$500.00","H","LA","06","KOPPLIN, ANDREW DAVID","N","Y",
"1920","C00444844","KOPPLIN FOR CONGRESS","Q3","2008","$125.00","H","LA","06","KOPPLIN, ANDREW DAVID","L","Y",
"911","C00365551","KPAC","30G","2002","$3,100.00","","","","","L","Y",
"863","C00280222","KPMG PARTNERS/PRINCIPALS AND EMPLOYEES PAC","12G","2002","$3,000.00","","","","","N","Y",
"2719","C00512368","KRISTIN JACOBS FOR CONGRESS","YE","2012","$120.00","H","FL","22","JACOBS, KRISTIN","L","Y",
"2438","C00469791","KUIPERS FOR CONGRESS","YE","2010",,"H","MI","02","KUIPERS, WAYNE","N","N",
"2860","C00548925","KUMAR FOR CONGRESS","Q3","2014","$1,090.00","H","MI","11","KUMAR, ANIL","N","Y",
"1414","C00409060","KURITA FOR US SENATE","Q2","2005","$1,350.00","S","TN","00","KURITA, ROSALIND","L","Y",
"2473","C00462861","KUSTER FOR CONGRESS, INC.","48H","2010","$5,610.00","H","NH","02","KUSTER, ANN MCLANE","N","Y",
"571","C00344085","L-3 COMMUNICATIONS CORPORATION FEDERAL PAC (FKA TITAN CORPORATION PAC)","YE","2001","$2,850.00","","","","","L","Y",
"1591","C00095059","L.A. P.A.C.","12G","2006","$6,000.00","","","","","L","Y",
"1768","C00095059","L.A. P.A.C.","M12","2007","$162.00","","","","","L","Y",
"949","C00233049","LABORERS' INTERNATIONAL UNION OF N.A. LOCAL 17","30G","2002","$900.00","","","","","N","Y",
"2171","C00233049","LABORERS' INTERNATIONAL UNION OF N.A. LOCAL 17","Q2","2010","$125.00","","","","","L","Y",
"1312","C00246678","LAFARGE NORTH AMERICA INC PAC","30G","2004","$195.00","","","","","L","Y",
"1666","C00428615","LAKE COUNTY DEMOCRATIC PARTY FEDERAL COMMITTEE","30G","2006","$5,000.00","","","","","L","Y",
"2588","C00505529","LAMAR STERNAD FOR CONGRESS","Q3","2012","$990.00","H","FL","26","STERNAD, JUSTIN LAMAR","N","N",
"2720","C00505529","LAMAR STERNAD FOR CONGRESS","YE","2012","$1,237.00","H","FL","26","STERNAD, JUSTIN LAMAR","N","N",
"2095","C00444166","LANKFORD FOR CONGRESS COMMITTEE","Q1","2009","$300.00","H","TN","04","LANKFORD, MONTY JOE","N","Y",
"190","C00348052","LARRY GRAHAM FOR CONGRESS","12G","2000","$1,200.00","H","NY","19","GRAHAM, LARRY","L","Y",
"1931","C00426387","LARRY ISHMAEL FOR CONGRESS","12G","2008",,"H","WA","01","ISHMAEL, LARRY WAYNE","N","N",
"754","C00373985","LARRY KING FOR CONGRESS","Q3","2002","$1,400.00","H","AZ","05","KING, LARRY","L","N",
"1487","C00416719","LARRY KISSELL FOR CONGRESS","12P","2006","$210.00","H","NC","08","KISSELL, LARRY W","L","Y",
"2877","C00551317","LARRY SMITH VETERAN FOR CONGRESS","12G","2014",,"H","TX","34","SMITH, LARRY STANLEY","N","N",
"2898","C00551317","LARRY SMITH VETERAN FOR CONGRESS","30G","2014","$150.00","H","TX","34","SMITH, LARRY STANLEY","L","Y",
"142","C00350413","LAUREN BETH GASH FOR CONGRESS","Q3","2000","$9,900.00","H","IL","10","GASH, LAUREN BETH","L","Y",
"171","C00291393","LAW ENFORCEMENT ALLIANCE OF AMERICA INC FUND FOR RESPONSIBLE GOVERNMENT (LEAA)","Q3","2000","$2,000.00","","","","","N","Y",
"184","C00350611","LAWLER 2000 COMMITTEE","12G","2000","$325.00","S","MA","00","LAWLER, PHILIP F","L","Y",
"716","C00368100","LAWRENCE R WIESNER FOR CONGRESS COMMITTEE","Q3","2002","$300.00","H","CA","01","WIESNER, LAWRENCE R","L","Y",
"883","C00368100","LAWRENCE R WIESNER FOR CONGRESS COMMITTEE","30G","2002","$300.00","H","CA","01","WIESNER, LAWRENCE R","L","Y",
"305","C00217984","LAWYERS FOR BETTER GOVERNMENT - FEDERAL","30G","2000","$900.00","","","","","N","Y",
"535","C00323618","LAZIO 2000 INC","48H","2000","$8,350.00","S","NY","00","LAZIO, RICK A","N","Y",
"822","C00366179","LEADERSHIP IN THE NEW CENTURY (LINCPAC)","12G","2002","$1,000.00","","","","","N","Y",
"354","C00314641","LEADERSHIP PAC 2006","12G","2000","$2,000.00","","","","","N","Y",
"2589","C00517110","LEAH FOR CONGRESS","Q3","2012","$550.00","H","AZ","09","SCHANDLBAUER, LEAH CAMPOS","N","Y",
"2721","C00517110","LEAH FOR CONGRESS","YE","2012",,"H","AZ","09","SCHANDLBAUER, LEAH CAMPOS","N","N",
"1812","C00439877","LEE FOR CONGRESS 2008","Q1","2008","$2,475.00","H","IL","11","LEE, JIMMY D","L","Y",
"1862","C00439877","LEE FOR CONGRESS 2008","Q2","2008","$250.00","H","IL","11","LEE, JIMMY D","N","Y",
"100","C00343061","LEE STEERS FOR CONGRESS / 2000","Q3","2000","$525.00","H","KY","01","STEERS, ROY LEE JR","L","Y",
"318","C00357764","LEHIGH VALLEY DEMOCRATIC COMMITTEE","30G","2000","$1,800.00","","","","","N","Y",
"464","C00357764","LEHIGH VALLEY DEMOCRATIC COMMITTEE","YE","2000","$1,800.00","","","","","N","Y",
"2294","C00472597","LEN BRITTON FOR VERMONT","30G","2010","$1,535.00","S","VT","00","BRITTON, LEONARD WHEELER","L","Y",
"1156","C00394577","LETICIA HINOJOSA FOR CONGRESS","Q2","2004","$250.00","H","TX","25","HINOJOSA, LETICIA","N","Y",
"697","C00347385","LEVEL 3 COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE","M7","2002","$700.00","","","","","L","Y",
"807","C00347385","LEVEL 3 COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE","12G","2002","$375.00","","","","","L","Y",
"2510","C00347385","LEVEL 3 COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE","M2","2012","$165.00","","","","","L","Y",
"515","C00339408","LIBERAL PARTY OF NEW YORK STATE","MY","2001","$3,500.00","","","","","L","Y",
"2617","C00474114","LIBERATORE FOR CONGRESS-2012","48H","2012","$20,330.00","H","CA","08","LIBERATORE, PHILIP LAURENCE","N","Y",
"1070","C00255695","LIBERTARIAN NATIONAL COMMITTEE, INC.","M9","2003",,"","","","","L","N",
"175","C00315713","LIBERTARIAN PARTY OF ILLINOIS","Q3","2000","$3,000.00","","","","","N","Y",
"319","C00315713","LIBERTARIAN PARTY OF ILLINOIS","30G","2000","$2,700.00","","","","","N","Y",
"465","C00315713","LIBERTARIAN PARTY OF ILLINOIS","YE","2000","$3,375.00","","","","","N","Y",
"524","C00315713","LIBERTARIAN PARTY OF ILLINOIS","MY","2001","$7,875.00","","","","","N","Y",
"2134","C00426320","LIBERTARIAN PARTY OF INDIANA","Q1","2010","$180.00","","","","","L","Y",
"2172","C00426320","LIBERTARIAN PARTY OF INDIANA","Q2","2010","$600.00","","","","","L","Y",
"2373","C00426320","LIBERTARIAN PARTY OF INDIANA","30G","2010","$825.00","","","","","N","Y",
"2518","C00426320","LIBERTARIAN PARTY OF INDIANA","Q1","2012","$595.00","","","","","L","Y",
"2609","C00426320","LIBERTARIAN PARTY OF INDIANA","Q3","2012","$2,800.00","","","","","N","Y",
"2679","C00426320","LIBERTARIAN PARTY OF INDIANA","30G","2012","$962.00","","","","","N","Y",
"2657","C00492538","LIBERTY & PROSPERITY PAC","12G","2012","$990.00","","","","","N","Y",
"1508","C00406769","LIBERTY PA PAC","Q2","2006","$900.00","","","","","L","Y",
"1296","C00399618","LIFFRIG FOR SENATE","30G","2004","$4,500.00","S","ND","00","LIFFRIG, MICHAEL GEORGE","N","Y",
"1399","C00399618","LIFFRIG FOR SENATE","Q1","2005","$500.00","S","ND","00","LIFFRIG, MICHAEL GEORGE","N","Y",
"1418","C00399618","LIFFRIG FOR SENATE","Q2","2005","$312.00","S","ND","00","LIFFRIG, MICHAEL GEORGE","N","Y",
"355","C00241323","LINCOLN CLUB OF RIVERSIDE COUNTY","12G","2000","$1,000.00","","","","","N","Y",
"1173","C00241323","LINCOLN CLUB OF RIVERSIDE COUNTY","Q2","2004","$625.00","","","","","N","Y",
"1125","C00177766","LINCOLN CLUB OF SAN DIEGO COUNTY","Q1","2004","$1,875.00","","","","","L","Y",
"28","C00264028","LINCOLN DIAZ-BALART FOR CONGRESS","Q2","2000","$3,500.00","H","FL","21","DIAZ-BALART, LINCOLN","N","Y",
"80","C00264028","LINCOLN DIAZ-BALART FOR CONGRESS","12P","2000","$2,000.00","H","FL","21","DIAZ-BALART, LINCOLN","N","Y",
"930","C00359182","LINCOLN PARK DEMOCRATIC CLUB","30G","2002","$750.00","","","","","N","Y",
"423","C00357707","LINDA MERCURIO FOR CONGRESS INC","YE","2000","$900.00","H","NJ","05","MERCURIO, LINDA A","N","Y",
"1341","C00384529","LISA MURKOWSKI FOR US SENATE","YE","2004","$1,850.00","S","AK","00","MURKOWSKI, LISA","L","Y",
"1397","C00384529","LISA MURKOWSKI FOR US SENATE","Q1","2005","$1,700.00","S","AK","00","MURKOWSKI, LISA","L","Y",
"2722","C00384529","LISA MURKOWSKI FOR US SENATE","YE","2012",,"S","AK","00","MURKOWSKI, LISA","L","N",
"1277","C00244400","LIVESTOCK MARKETING ASSOCIATION POLITICAL ACTION COMMITTEE (LMA-PAC)","12G","2004","$500.00","","","","","N","Y",
"2008","C00001743","LOCAL 1814 ILA AFL-CIO POLITICAL ACTION AND EDUCATION FUND","30G","2008","$500.00","","","","","N","Y",
"2072","C00001743","LOCAL 1814 ILA AFL-CIO POLITICAL ACTION AND EDUCATION FUND","YE","2008","$500.00","","","","","N","Y",
"586","C00094904","LOCAL 500 PAC","M2","2002","$900.00","","","","","N","Y",
"950","C00305227","LOCAL 617 COPE COMMITTEE","30G","2002","$1,800.00","","","","","N","Y",
"1019","C00305227","LOCAL 617 COPE COMMITTEE","YE","2002","$700.00","","","","","L","Y",
"43","C00006759","LOCAL UNION DRIVE NO 25","Q2","2000","$600.00","","","","","L","Y",
"1043","C00303024","LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","M2","2003","$4,500.00","","","","","N","Y",
"1044","C00303024","LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","M3","2003","$4,225.00","","","","","L","Y",
"2894","C00555284","LONEGAN FOR CONGRESS","48H","2014","$10,110.00","H","NJ","03","LONEGAN, STEVEN","N","Y",
"2723","C00517078","LONG, WILLIAM TODD","YE","2012",,"H","FL","09","LONG, WILLIAM TODD","N","N",
"2838","C00548024","LORENZO 'LARRY' PALOMARES-STARBUCK FOR CONGRESS","12P","2014",,"H","FL","26","PALOMARES-STARBUCK, LORENZO 'LARRY'","N","N",
"983","C00376962","LORI LUSTIG FOR CONGRESS","YE","2002","$1,800.00","H","AZ","07","LUSTIG, LORI JEANNE","N","Y",
"1246","C00397943","LOTT FOR CONGRESS","12G","2004","$600.00","H","MS","04","LOTT, MICHAEL A","N","Y",
"2073","C00445460","LOTZ FOR CONGRESS","YE","2008","$900.00","H","SC","02","LOTZ, GEORGE BLAINE","N","Y",
"289","C00325274","LOUDOUN COUNTY REPUBLICAN COMMITTEE","30G","2000","$775.00","","","","","L","Y",
"2899","C00546606","LOUIE MINOR FOR CONGRESS","30G","2014","$550.00","H","TX","31","MINOR, LOUIE JR","N","N",
"1532","C00213611","LOUISE SLAUGHTER RE-ELECTION COMMITTEE","12P","2006","$450.00","H","NY","25","SLAUGHTER, LOUISE M","L","Y",
"2279","C00382796","LOUISIANA HEALTH CARE GROUP EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE INC","12G","2010","$660.00","","","","","N","Y",
"1974","C00409631","LOUISIANA REFORM PAC","12G","2008","$4,000.00","","","","","N","Y",
"2009","C00409631","LOUISIANA REFORM PAC","30G","2008","$900.00","","","","","N","Y",
"2074","C00409631","LOUISIANA REFORM PAC","YE","2008","$235.00","","","","","L","Y",
"675","C00357905","LOUISIANA SHERIFFS AND DEPUTIES POLITICAL ACTION COMMITTEE","Q2","2002","$850.00","","","","","L","Y",
"2680","C00357905","LOUISIANA SHERIFFS AND DEPUTIES POLITICAL ACTION COMMITTEE","30G","2012","$185.00","","","","","L","Y",
"927","C00015594","LOUISVILLE & JEFFERSON COUNTY REPUBLICAN EXECUTIVE COMMITTEE","30G","2002","$2,850.00","","","","","L","Y",
"2206","C00015594","LOUISVILLE & JEFFERSON COUNTY REPUBLICAN EXECUTIVE COMMITTEE","Q3","2010","$180.00","","","","","L","Y",
"2231","C00463273","LOWRY FOR CONGRESS","Q3","2010","$990.00","H","FL","20","LOWRY, ROBERT PAUL","N","Y",
"2439","C00463273","LOWRY FOR CONGRESS","YE","2010","$250.00","H","FL","20","LOWRY, ROBERT PAUL","N","Y",
"2232","C00483149","LUIS MEURICE FOR CONGRESS COMMITTEE","Q3","2010","$1,237.00","H","FL","25","MEURICE, LUIS","L","Y",
"1880","C00446468","LYNCH FOR CONGRESS","12P","2008","$500.00","H","FL","19","LYNCH, EDWARD J ","N","N",
"1896","C00446468","LYNCH FOR CONGRESS","Q3","2008","$625.00","H","FL","19","LYNCH, EDWARD J ","N","N",
"1932","C00446468","LYNCH FOR CONGRESS","12G","2008",,"H","FL","19","LYNCH, EDWARD J ","N","N",
"2149","C00446468","LYNCH FOR CONGRESS","30S","2010","$1,485.00","H","FL","19","LYNCH, EDWARD J ","N","N",
"2173","C00446468","LYNCH FOR CONGRESS","Q2","2010","$1,485.00","H","FL","19","LYNCH, EDWARD J ","N","N",
"2233","C00446468","LYNCH FOR CONGRESS","Q3","2010","$1,980.00","H","FL","19","LYNCH, EDWARD J ","N","N",
"2440","C00446468","LYNCH FOR CONGRESS","YE","2010","$1,732.00","H","FL","19","LYNCH, EDWARD J ","N","N",
"2809","C00556720","LYNCH FOR CONGRESS","12P","2014","$495.00","H","OH","14","LYNCH, MATT","L","Y",
"2843","C00556720","LYNCH FOR CONGRESS","48H","2014","$5,562.00","H","OH","14","LYNCH, MATT","N","Y",
"2916","C00137273","M&T BANK AND WILMINGTON TRUST POLITICAL ACTION COMMITTEE","12G","2014","$550.00","","","","","N","Y",
"1474","C00420091","MAATTA FOR CONGRESS CAMPAIGN COMMITTEE","Q1","2006","$1,725.00","H","SC","01","MAATTA, RANDAL G","L","N",
"1492","C00420091","MAATTA FOR CONGRESS CAMPAIGN COMMITTEE","12P","2006","$210.00","H","SC","01","MAATTA, RANDAL G","L","N",
"1561","C00420091","MAATTA FOR CONGRESS CAMPAIGN COMMITTEE","Q3","2006","$2,100.00","H","SC","01","MAATTA, RANDAL G","N","N",
"1593","C00420091","MAATTA FOR CONGRESS CAMPAIGN COMMITTEE","12G","2006","$4,500.00","H","SC","01","MAATTA, RANDAL G","N","N",
"1667","C00420091","MAATTA FOR CONGRESS CAMPAIGN COMMITTEE","30G","2006","$4,725.00","H","SC","01","MAATTA, RANDAL G","N","N",
"1343","C00387340","MAC COLLINS FOR SENATE","YE","2004","$1,475.00","S","GA","00","COLLINS, MICHAEL ALLEN (MAC)","L","Y",
"2623","C00515866","MACGOVERN FOR US SENATE","12G","2012","$480.00","S","VT","00","MACGOVERN, JOHN","L","Y",
"1434","C00002469","MACHINISTS NON PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS","M11","2005","$3,600.00","","","","","L","Y",
"166","C00354332","MACOMB COUNTY DEMOCRATIC COMMITTEE","Q3","2000","$1,125.00","","","","","L","Y",
"2541","C00500173","MADISON PAC FOR CONSITUTIONAL LIMITED GOVERNMENT","Q2","2012","$6,500.00","H","IN","05","MCINTOSH, DAVID MARTIN","L","Y",
"2658","C00426809","MADISON PAC; THE","12G","2012","$660.00","","","","","N","Y",
"2681","C00426809","MADISON PAC; THE","30G","2012","$195.00","","","","","L","Y",
"357","C00298000","MADISON PROJECT INC.","12G","2000","$1,000.00","","","","","N","Y",
"864","C00035774","MAGAZINE PUBLISHERS OF AMERICA PAC FKA MAGAZINE PUBLISHES ASSOCIATION PAC","12G","2002","$1,000.00","","","","","N","Y",
"1162","C00035774","MAGAZINE PUBLISHERS OF AMERICA PAC FKA MAGAZINE PUBLISHES ASSOCIATION PAC","Q2","2004","$900.00","","","","","L","Y",
